predicted_year,section word count,string,Author,Book,Death_date,URI
408,542,"### | ثم دخلت سنة ثمان وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
409,793,"### | ثم دخلت سنة تسع وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
410,1036,"### | ثم دخلت سنة عشر وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
411,1351,"### | ثم دخلت سنة إحدى عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
412,1469,"### | ثم دخلت سنة اثنتي عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
413,1037,"### | ثم دخلت سنة ثلاث عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
414,847,"### | ثم دخلت سنة أربع عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
415,1221,"### | ثم دخلت سنة خمس عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
416,881,"### | ثم دخلت سنة ست عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
417,1097,"### | ثم دخلت سنة سبع عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
418,1808,"### | ثم دخلت سنة ثمان عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
419,702,"### | ثم دخلت سنة تسع عشرة وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
420,2344,"### | ثم دخلت سنة عشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
421,2035,"### | ثم دخلت سنة إحدى وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
422,907,"### | ثم دخلت سنة اثنتين وعشرين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
423,2600,"### | ثم دخلت سنة ثلاث وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
424,1357,"### | ثم دخلت سنة أربع وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
425,1366,"### | ثم دخلت سنة خمس وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
426,1693,"### | ثم دخلت سنة ست وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
427,643,"### | ثم دخلت سنة سبع وعشرين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
428,1204,"### | ثم دخلت سنة ثمان وعشرين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
429,906,"### | ثم دخلت سنة تسع وعشرين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
430,1266,"### | ثم دخلت سنة ثلاثين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
431,689,"### | ثم دخلت سنة إحدى وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
432,261,"### | ثم دخلت سنة اثنتين وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
433,1295,"### | ثم دخلت سنة ثلاث وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
434,716,"### | ثم دخلت سنة اربع وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
435,554,"### | ثم دخلت سنة خمس وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
436,2465,"### | ثم دخلت سنة ست وثلاثين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
437,455,"### | ثم دخلت سنة سبع وثلاثين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
438,625,"### | ثم دخلت سنة ثمان وثلاثين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
439,943,"### | ثم دخلت سنة تسع وثلاثين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
440,1106,"### | ثم دخلت سنة أربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
441,1241,"### | ثم دخلت سنة احدى وأربعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
442,793,"### | ثم دخلت سنة اثنتين وأربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
443,930,"### | ثم دخلت سنة ثلاث وأربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
444,1184,"### | ثم دخلت سنة أربع وأربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
445,527,"### | ثم دخلت سنة خمس وأربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
446,805,"### | ثم دخلت سنة ست وأربعين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
447,1567,"### | ثم دخلت سنة سبع وأربعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
448,2679,"### | ثم دخلت سنة ثمان وأربعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
449,2659,"### | ثم دخلت سنة تسع وأربعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
450,3145,"### | ثم دخلت سنة خمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
451,3624,"### | ثم دخلت سنة إحدى وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
452,951,"### | ثم دخلت سنة اثنتين وخمسين وأربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
453,1528,"### | ثم دخلت سنة ثلاث وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
454,1456,"### | ثم دخلت سنة اربع وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
455,1461,"### | ثم دخلت سنة خمس وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
456,1070,"### | ثم دخلت سنة ست وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
457,413,"### | ثم دخلت سنة سبع وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
458,1330,"### | ثم دخلت سنة ثمان وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
459,947,"### | ثم دخلت سنة تسع وخمسين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
460,1207,"### | ثم دخلت سنة ستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
461,935,"### | ثم دخلت سنة احدى وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
462,1071,"### | ثم دخلت سنة اثنتين [وستين] [1] واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
464,933,"### | ثم دخلت سنة اربع وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
465,2227,"### | ثم دخلت سنة خمس وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
466,1305,"### | ثم دخلت سنة ست وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
467,607,"### | ثم دخلت سنة سبع وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
468,1512,"### | ثم دخلت سنة ثمان وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
469,1918,"### | ثم دخلت سنة تسع وستين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
470,1601,"### | ثم دخلت سنة سبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
471,1339,"### | ثم دخلت سنة احدى وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
472,933,"### | ثم دخلت سنة اثنتين وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
473,822,"### | ثم دخلت سنة ثلاث وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
474,975,"### | ثم دخلت سنة اربع وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
475,1017,"### | ثم دخلت سنة خمس وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
476,1330,"### | ثم دخلت سنة ست وسبعين واربعمائة ms3935
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
477,914,"### | ثم دخلت سنة سبع وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
478,3457,"### | ثم دخلت سنة ثمان وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
479,2277,"### | ثم دخلت سنة تسع وسبعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
480,2240,"### | ثم دخلت سنة ثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
481,730,"### | ثم دخلت سنة احدى وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
482,1518,"### | ثم دخلت سنة اثنتين وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
483,596,"### | ثم دخلت سنة ثلاث وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
484,1361,"### | ثم دخلت سنة اربع وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
485,4232,"### | ثم دخلت سنة خمس وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
486,1242,"### | ثم دخلت سنة ست وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
487,308,"### | ثم دخلت سنة سبع وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
488,3531,"### | ثم دخلت سنة ثمان وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
489,1445,"### | ثم دخلت سنة تسع وثمانين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
490,625,"### | ثم دخلت 17/ أسنة تسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
491,642,"### | ثم دخلت سنة إحدى وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
492,870,"### | ثم دخلت سنة اثنتين وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
493,2070,"### | ثم دخلت سنة ثلاث وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
494,2586,"### | ثم دخلت سنة اربع وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
495,1065,"### | ثم دخلت سنة خمس وتسعين واربعمائة [1]
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
496,914,"### | ثم دخلت سنة ست وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
497,1045,"### | ثم دخلت سنة سبع وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
498,987,"### | ثم دخلت سنة ثمان وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
499,667,"### | ثم دخلت سنة تسع وتسعين واربعمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
500,1623,"### | ثم دخلت سنة خمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
501,1112,"### | ثم دخلت سنة احدى وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
502,744,"### | ثم دخلت سنة اثنتين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
503,603,"### | ثم دخلت سنة ثلاث وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
504,466,"### | ثم دخلت سنة اربع وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
505,904,"### | ثم دخلت سنة خمس وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
506,1017,"### | ثم دخلت سنة ست وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
507,1343,"### | ثم دخلت سنة سبع وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
508,457,"### | ثم دخلت سنة ثمان وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
509,286,"### | ثم دخلت سنة تسع وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
510,2257,"### | ثم دخلت سنة عشر وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
511,757,"### | ثم دخلت سنة احدى عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
512,79,"### | ثم دخلت سنة اثنتي عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
513,3249,"### | ثم دخلت سنة ثلاث عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
514,1490,"### | ثم دخلت سنة اربع عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
515,2408,"### | ثم دخلت سنة خمس عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
516,2959,"### | ثم دخلت سنة ست عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
517,1887,"### | ثم دخلت سنة سبع عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
518,675,"### | ثم دخلت سنة ثماني عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
519,607,"### | ثم دخلت سنة تسع عشرة وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
520,2318,"### | ثم دخلت سنة عشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
521,1714,"### | ثم دخلت سنة احدى وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
522,493,"### | ثم دخلت سنة اثنتين وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
523,879,"### | ثم دخلت سنة ثلاث وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
524,1216,"### | ثم دخلت سنة اربع وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
525,1221,"### | ثم دخلت سنة خمس وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
526,1117,"### | ثم دخلت سنة ست وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
527,1267,"### | ثم دخلت سنة سبع وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
528,1778,"### | ثم دخلت سنة ثمان وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
529,2325,"### | ثم دخلت سنة تسع وعشرين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
530,1814,"### | ثم دخلت سنة ثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
531,1440,"### | ثم دخلت سنة احدى وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
532,1514,"### | ثم دخلت سنة اثنتين وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
533,1530,"### | ثم دخلت سنة ثلاث وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
534,941,"### | ثم دخلت سنة اربع وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
535,1873,"### | ثم دخلت سنة خمس وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
536,1785,"### | ثم دخلت سنة ست وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
537,838,"### | ثم دخلت سنة سبع وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
538,1740,"### | ثم دخلت سنة ثمان وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
539,791,"### | ثم دخلت سنة تسع وثلاثين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
540,739,"### | ثم دخلت سنة أربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
541,1353,"### | ثم دخلت سنة احدى وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
542,1670,"### | ثم دخلت سنة اثنتين وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
543,1799,"### | ثم دخلت سنة ثلاث وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
544,1084,"### | ثم دخلت سنة اربع وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
545,757,"### | ثم دخلت سنة خمس وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
546,344,"### | ثم دخلت سنة ست وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
547,1421,"### | ثم دخلت سنة سبع وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
548,927,"### | ثم دخلت سنة ثمان وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
549,1288,"### | ثم دخلت سنة تسع وأربعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
550,977,"### | ثم دخلت سنة خمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
551,1117,"### | ثم دخلت سنة احدى وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
552,3208,"### | ثم دخلت سنة اثنتين وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
553,1811,"### | ثم دخلت سنة ثلاث وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
554,754,"### | ثم دخلت سنة اربع وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
555,177,"### | ثم دخلت سنة خمس وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
556,1058,"### | ثم دخلت سنة ست وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
557,584,"### | ثم دخلت سنة سبع وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
558,692,"### | ثم دخلت سنة ثمان وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
559,490,"### | ثم دخلت سنة تسع وخمسين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
560,2078,"### | ثم دخلت سنة ستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
561,586,"### | ثم دخلت 85/ ب سنة احدى وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
562,389,"### | ثم دخلت سنة اثنتين وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
563,162,"### | ثم دخلت سنة ثلاث وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
564,801,"### | ثم دخلت سنة ms4358 اربع وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
565,480,"### | ثم دخلت سنة خمس وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
566,98,"### | ثم دخلت سنة ست وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
567,623,"### | ثم دخلت سنة سبع وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
568,648,"### | ثم دخلت سنة ثمان وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
569,1923,"### | ثم دخلت سنة تسع وستين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
570,1664,"### | ثم دخلت سنة سبعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
571,1405,"### | ثم دخلت احدى وسبعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
572,1769,"### | ثم دخلت سنة اثنتين وسبعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
573,2782,"### | ثم دخلت سنة ثلاث وسبعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
574,1535,"### | ثم دخلت سنة اربع وسبعين وخمسمائة
",IbnJawzi,Muntazam,0597,0597IbnJawzi.Muntazam.Shamela0012406-ara1
1,56,"### || السنة الأولى من الهجرة 
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
2,161,"### || السنة الثانية
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
3,49,"### || السنة الثالثة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
4,46,"### || السنة الرابعة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
5,24,"### || السنة الخامسة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
6,115,"### || السنة السادسة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
7,84,"### || السنة السابعة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
8,136,"### || السنة الثامنة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
9,114,"### || السنة التاسعة
",IbnJawzi,TalqihFuhum,0597,0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1
502,1381,"### || فصل في الأخبار المتعلقة بالطارئين والوافدين على جزيرة الأندلس من أول السنة الخامسة إلى سنة 502ه
",IbnMamati,LataifDhakhira,0606,0606IbnMamati.LataifDhakhira.Shamela0005392-ara1
575,8411,"### | سنة خمس وسبعين وخمسمائة
",MansurIbnShahanshah,MidmarHaqaiq,0617,0617MansurIbnShahanshah.MidmarHaqaiq.Shamela0006708-ara1
