gap_first,gap_last,abnormal_gap,reverse,Author,Book,Death_date,URI,prev_heading,next_heading,prev_date,next_date
75,75,False,False,CabdQadirCaydarus,TarikhNurSafir,1037,1037CabdQadirCaydarus.TarikhNurSafir.Shamela0006676-ara1,"### | سنة أربع وسبعين بعد التسعمائة 
","### | سنة ست وسبعين بعد التسعمائة 
",74,76
97,100,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ودخلت سنة ست وتسعين من سيرة الوليد بن عبد الملك
","### || ودخلت سنة احدى ومائة
",96,101
97,98,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأولى من ولاية عبد الملك بن رفاعة الأولى على مصر وهي سنة ست
","### ||| السنة الأولى من ولاية أيوب بن شرحبيل على مصر وهي سنة تسع وتسعين فيها
",96,99
101,149,True,False,Mustaghfiri,DalailNubuwwa,432,0432Mustaghfiri.DalailNubuwwa.ShamAY0034438-ara1,"### | AUTO قوله صلى الله عليه وسلم لا يولد في الإسلام بعد سنة مائة مولود
","### | AUTO قوله صلى الله عليه وسلم إذا كانت سنة خمسين ومائة فخير أولادكم البنات
",100,150
101,362,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | التمرتاشى توفى سنة 1004 هجرية.
","### | التميمى توفى سنة 363 هجرية.
",100,363
101,119,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الرملى سنة 1004 هجرية
","### | الرحمتى سنة 1205 هجرية
",100,120
101,102,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ماية هجرية
","### ||| ذكر سنة ثلث وماية
",100,103
101,120,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة عشرون وماية
","### ||| ذكر سنة إحدى وعشرين وماية
",100,121
101,109,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1000إلى 1100
","### | العهد العثماني من سنة 1100 إلى 1200
",100,110
102,102,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأولى من ولاية بشر بن صفوان على مصر وهي سنة إحدى ومائة فيها
","### ||| السنة الأولى من ولاية حنظلة بن صفوان الكلبي على مصر وهي سنة ثلاث ومائة
",101,103
102,125,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عمر بن عبد العزيز سنة 101 هجرية
","### | عمرو بن دينارتوفى سنة 126 هجرية
",101,126
102,107,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشلبى توفى سنة 1010 هجرية
","### | الشيخ زادة سنة 1087 هجرية
",101,108
103,105,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### || ودخلت سنة اثنتين ومائة
","### | ودخلت سنة ست ومائة
",102,106
103,109,False,False,Maghrawi,MawsucaMawaqifSalaf,1450,1450Maghrawi.MawsucaMawaqifSalaf.Shamela0037325-ara1,"### | علي الهيتي (1) (كان حيا سنة 1025 ه)
","### | إبراهيم بن سليمان الحنفي الأزهري (كان حيا سنة 1100 ه)
",102,110
103,103,False,False,Tabari,Tarikh,310,0310Tabari.Tarikh.Shamela0009783-ara1,"### || ثم دخلت سنة اثنتين ومائة
","### || ثم دخلت سنة أربع ومائة
",102,104
103,303,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | المنصور بالله القاسم ابن محمد توفى سنة 1029 هجرية
","### | الناصر توفى سنة 304 هجرية
",102,304
104,316,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عامر بن سعد توفى سنة 103 هجرية.
","### | أبو عبد الله الزبيرى توفى سنة 317 هجرية.
",103,317
104,117,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن لقمان توفى سنة 1039 هجرية.
","### | اللكنوى توفى سنة 1180 هجرية.
",103,118
104,104,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة ثلاث ومائة
","### ||| سنة خمس ومائة
",103,105
104,104,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ثلث وماية
","### ||| ذكر سنة خمس وماية
",103,105
105,693,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | مجاهد توفى سنة 104 هجرية
","### | المحب الطبرى توفى سنة 694 هجرية.
",104,694
105,113,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عزمى زادة سنة 1040 هجرية
","### | عطاء سنة 114 هجرية
",104,114
105,105,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو قلابة سنة 104 هجرية
","### | القليوبى سنة 1069 هجرية
",104,106
105,105,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية حنظلة بن صفوان على مصر وهي سنة أربع ومائة فيها
","### ||| السنة الأولى من ولاية الحر بن يوسف الأموي على مصر وهي سنة ست ومائة
",104,106
107,385,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القليوبى سنة 1069 هجرية
","### | القيروانى سنة 386 هجرية
",106,386
107,107,False,False,AhmadJindari,JamicWajiz,1337,1337AhmadJindari.JamicWajiz.Zaydiyya0000276-ara1,"### || AUTO سنة 106: فيها استعمل هشام خالد بن عبد الله القسري على
","### || AUTO سنة 108: فيها مات بكر بن عبد الله المزني الفقيه وأبو بصرة
",106,108
107,117,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عيسى سنة 1062 هجرية
","### | عبادة بن نسى توفى سنة 118 هجرية.
",106,118
107,118,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الأجهورى توفى سنة 1066 هجرية.
","### | الأجهورى توفى سنة 1198 هجرية
",106,119
107,449,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الرشيدى سنة 1069 هجرية
","### | الرويانى سنة 450 هجرية
",106,450
107,740,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سالم سنة 106،108 هجرية
","### | ابن سلمون سنة 741 هجرية
",106,741
107,132,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سالم بن عبد الله بن عمر توفى سنة 106 هجرية.
","### | السالمى توفى سنة 1332 هجرية.
",106,133
107,108,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة ست ومائة
","### ||| سنة تسع ومائة
",106,109
107,104,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشرنبلالى سنة 1069
","### | الشعبى سنة 105 هجرية
",106,105
107,104,False,True,IbrahimShajari,TabaqatZaydiyyaKubra,1152,1152IbrahimShajari.TabaqatZaydiyyaKubra.Zaydiyya0000100-ara1,"### ||| AUTO 860- عبد القادر بن زياد الجعاشني[... - بعد سنة 1061ه]
","### ||| AUTO 862- عبد الوهاب بن الصديق[...- بعد سنة 1050ه]
",106,105
107,124,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | طاووس اليمانى سنة 106 هجرية
","### | ابن عابدين سنة 1252 هجرية
",106,125
108,758,True,False,IbrahimShajari,TabaqatZaydiyyaKubra,1152,1152IbrahimShajari.TabaqatZaydiyyaKubra.Zaydiyya0000100-ara1,"### |||| AUTO 624- محمد بن صلاح الفلكي [... - سنة 1074ه]
","### |||| AUTO 633- محمد بن عبد الله الحسيني [... - بعد سنة 759ه]
",107,759
108,111,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية الحر بن يوسف على مصر وهي سنة سبع ومائة - فيها
","### ||| السنة الثانية من ولاية الوليد بن رفاعة على مصر وهي سنة عشر ومائة -
",107,112
108,100,False,True,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر [حوادث] سنة سبع ماية هجرية
","### ||| ذكر [حوادث] سنة إحدى وسبع ماية
",107,101
108,287,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القاسم بن محمد توفى سنة 107 هجرية.
","### | أبو القاسم الانماطى توفى سنة 288 هجرية.
",107,288
108,723,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عطاء بن يزيد توفى سنة 107 هجرية.
","### | ابن العطار توفى سنة 724 هجرية.
",107,724
108,843,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عكرمة سنة 107 هجرية
","### | علاء الدين الطرابلسى توفى سنة 844 هجرية
",107,844
108,108,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر [حوادث] سنة سبع وسبع ماية
","### ||| ذكر [حوادث] سنة تسع وسبع ماية
",107,109
111,119,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1100 إلى 1200
","### | العهد العثماني من سنة 1200 إلى 1247
",110,120
111,99,False,True,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ماية وعشرة
","### ||| ذكر سنة ماية وإحدى عشرة
",110,100
111,112,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة عشر ومائة
","### ||| سنة ثلاث عشرة ومائة
",110,113
111,202,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الحسن سنة 1102 هجرية
","### | أبو الحسن الرضا سنة 203 هجرية
",110,203
111,107,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الخرشى سنة 1101 هجرية
","### | الخير الرملى سنة 1081 هجرية
",110,108
111,140,True,False,Maghrawi,MawsucaMawaqifSalaf,1450,1450Maghrawi.MawsucaMawaqifSalaf.Shamela0037325-ara1,"### | إبراهيم بن سليمان الحنفي الأزهري (كان حيا سنة 1100 ه)
","### | أبو عبد الله شمس الدين بن محمد الأفعاني (1) (بعد سنة 1415 ه)
",110,141
115,116,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### || ودخلت سنة أربع عشرة ومائة
","### || ودخلت سنة سبع عشرة ومائة
",114,117
115,116,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة أربع عشرة ومائة
","### ||| سنة سبع عشرة ومائة
",114,117
115,178,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الحكم بن عتيبة توفى سنة 114 هجرية.
","### | حماد توفى سنة 179 هجرية.
",114,179
115,645,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو جعفر سنة 114 هجرية
","### | ابن الحاجب سنة 646 هجرية
",114,646
120,113,False,True,RashidRida,Manar,1354,1354RashidRida.Manar.Shamela0006947-ara1,"### | خاتمة السنة التاسعة عشرة للمنار
","### | السنة الرابعة للحرب
",119,114
120,851,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | حبيب بن أبى ثابت سنة 119 هجرية
","### | ابن حجر العسقلانى سنة 852 هجرية
",119,852
120,339,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الأجهورى توفى سنة 1198 هجرية
","### | أبو إسحاق المروزى توفى سنة 340 هجرية.
",119,340
120,123,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | البنانى سنة 1198 هجرية
","### | البنانى سنة 1245 هجرية
",119,124
120,121,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأولى من ولاية حنظلة الثانية على مصر وهي سنة تسع عشرة ومائة -
","### ||| السنة الثانية من ولاية حنظلة بن صفوان على مصر وهي سنة عشرين ومائة -
",119,122
121,166,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | حماد بن أبى سليمان سنة 120 هجرية
","### | حماد بن سلمة توفى سنة 167 هجرية
",120,167
121,117,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | مسلمة توفى سنة 120 هجرية.
","### | مكحول توفى سنة 118 هجرية.
",120,118
121,123,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1200 إلى 1247
","### | دور الحكومة المصرية من سنة 1247 إلى 1256
",120,124
121,701,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الدسوقى سنة 1201 هجرية
","### | ابن دقيق العيد توفى سنة 702 هجرية
",120,702
121,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الرحمتى سنة 1205 هجرية
","### | الرشيدى سنة 1069 هجرية
",120,106
121,121,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة عشرين ومائة
","### ||| سنة اثنتين وعشرين ومائة
",120,122
121,139,False,False,MuhammadCuthaymin,FatawaNurCalaDarb,1421,1421MuhammadCuthaymin.FatawaNurCalaDarb.Shamela0002300-ara1,"### | ما حكم بيع القمح أو الشعير بضعف ثمنها إلى مدة سنة مع العلم بأن سعرها الآن مثلا عشرة وبعد سنة عشرين هل يعتبر ذلك ربا أم لا جزاكم الله خيرا؟
","### | المواطن ع. م. أ. الجهمي يقول أفيدكم بأنني أحد سكان الرياض فقد خرجت من بيتي خامس العيد هذه السنة 1400من الهجرة ذاهبا لمصلى العيد فوجدت في الشارع العام مبلغا من المال وقد حفظته عندي ولا أعلم ماذا أتصرف فيه أفيدوني جزاكم الله خيرا ولأن المبلغ محفوظ عندي وأنا في انتظار جوابكم وشكرا لكم؟
",120,140
122,122,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ذكر سنة إحدى وعشرين ومائة وحوادثها 
","### ||| -ثم دخلت سنة ثلاث وعشرين ومائة 
",121,123
122,459,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الطحطاوى توفى سنة 1211 هجرية
","### | الطوسى سنة 460 هجرية
",121,460
122,122,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### || ثم دخلت سنة احدى وعشرين ومائة
","### || ودخلت سنة ثلاث وعشرين ومائة
",121,123
123,120,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية حنظلة بن صفوان على مصر وهي سنة عشرين ومائة -
","### ||| السنة الثالثة من ولاية حنظلة بن صفوان على مصر وهي سنة إحدى وعشرين
",122,121
123,112,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | شرف الدين ابن إسماعيل سنة 1223 هجرية
","### | الشروانى سنة 1134 هجرية
",122,113
123,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشرقاوى سنة 1227
","### | الشرنبلالى سنة 1069
",122,106
123,359,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | إياس بن معاوية سنة 122 هجرية
","### | الآجرى توفى سنة 360 هجرية.
",122,360
123,742,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | زيد بن على سنة 122 هجرية
","### | الزيلعى سنة 743 هجرية
",122,743
123,123,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة من ولاية حنظلة بن صفوان على مصر وهي سنة اثنتين وعشرين
","### ||| السنة الأولى من ولاية حفص بن الوليد الثانية على مصر وهي سنة أربع
",122,124
123,255,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | البجيرمى سنة 1221 هجرية
","### | البخارى سنة 256 هجرية
",122,256
123,123,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### ||| سنة اثنتين وعشرين ومائة
","### ||| سنة أربع وعشرين ومائة
",122,124
125,642,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصاوى سنة 1241
","### | ابن الصلاح سنة 643 هجرية
",124,643
125,121,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الزهرى سنة 124 هجرية
","### | زيد بن على سنة 122 هجرية
",124,122
125,127,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة أربع وعشرين وماية
","### ||| ذكر سنة ثمان وعشرين ماية
",124,128
125,126,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### || ثم دخلت سنة أربع وعشرين ومائة
","### || ودخلت سنة سبع وعشرين ومائة
",124,127
125,108,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | البنانى سنة 1245 هجرية
","### | ابن بيرى سنة 1099 هجرية
",124,109
126,126,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عابدين سنة 1252 هجرية
","### | عاصم بن أبى النجود سنة 127 هجرية
",125,127
126,126,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1256 إلى 1277
","### | العهد العثماني من سنة 1277 إلى 1300
",125,127
126,688,True,False,Maqrizi,Muqaffa,845,0845Maqrizi.Muqaffa.Shamela19Y0145334-ara1,"### |||| AUTO [وقعة القرن والأصنام (سنة 125)]
","### |||| AUTO [توليه السلطنة بعد قلاوون (سنة 689)]
",125,689
126,127,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية حفص بن الوليد الثانية على مصر وهي سنة خمس
","### ||| السنة الأولى من ولاية حوثرة بن سهيل على مصر ms0239 وهي سنة ثمان وعشرين ومائة
",125,128
126,196,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | هشام بن عبد الملك توفى سنة 125 هجرية.
","### | ابن وهب سنة 197 هجرية
",125,197
126,123,False,True,IbnMuhammadHashimi,Amali,318,0318IbnMuhammadHashimi.Amali.Shamela0029852-ara1,"### | : «ترفع زينة الدنيا سنة خمس وعشرين ومائة»
","### | : «ترفع زينة الدنيا سنة أربع وعشرين ومائة، يعني بالزينة الدجال»
",125,124
128,964,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عاصم بن أبى النجود سنة 127 هجرية
","### | العاملى سنة 965 هجرية
",127,965
128,878,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الألوسى توفى سنة 1270 هجرية.
","### | ابن أمير حاج توفى سنة 879 هجرية.
",127,879
128,473,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الباجورى سنة 1277 هجرية
","### | الباجى سنة 474 هجرية
",127,474
128,139,False,False,IbnCabdAllahBazzaz,Fawaid,354,0354IbnCabdAllahBazzaz.Fawaid.Shamela0000772-ara1,"### | ومن حديث سعد بن إبراهيم بن عبد الرحمن بن عوف يكنى أبا إسحاق، توفي بالمدينة سنة سبع وعشرين ومائة، وهو ابن اثنتين وسبعين سنة، قال الواقدي: أخبرني بذلك سعد ويعقوب، أنبأ إبراهيم بن سعد بن إبراهيم، وكان ثقة كثير الحديث، عن القاسم، عن عائشة
","### | ومن حديث أبي حازم، واسمه سلمة بن دينار مولى لبني أشجع من بني ليث، وكان يقص بعد الفجر والعصر، مات في خلافة أبي جعفر بعد سنة أربعين ومائة، وكان ثقة كثير الحديث عن القاسم عن عائشة
",127,140
128,129,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1277 إلى 1300
","### | العهد العثماني من سنة 1300 إلى سقوط عبد الحميد الثاني
",127,130
130,100,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عليش سنة 1299
","### | عمر بن عبد العزيز سنة 101 هجرية
",129,101
130,132,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية حوثرة على مصر وهي سنة تسع وعشرين ومائة - فيها
","### ||| السنة الثالثة من ولاية حوثرة بن سهيل على مصر وهي سنة ثلاثين ومائة -
",129,133
130,130,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة تسع وعشرين وماية
","### ||| ذكر سنة إحدى وثلثين وماية
",129,131
131,131,False,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | العهد العثماني من سنة 1300 إلى سقوط عبد الحميد الثاني
","### | العهد العثماني من سنة 1326 إلى 1336
",130,132
131,132,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### || ثم دخلت سنة ثلاثين ومائة
","### | ثم دخلت سنة ثلاث وثلاثين ومائة
",130,133
131,269,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الرافعى سنة 1308 هجرية
","### | الربيع المؤذن توفى سنة 270 هجرية
",130,270
131,139,False,False,IbnCabdAllahBazzaz,Fawaid,354,0354IbnCabdAllahBazzaz.Fawaid.Shamela0000772-ara1,"### | ومن حديث إسماعيل بن أبي حكيم، عن القاسم قال الواقدي: هو مولى لآل الزبير بن العوام وكان كاتبا لعمر بن عبد العزيز توفي سنة ثلاثين ومائة وكان قليل الحديث
","### | حديث عمارة بن غزية من بني مازن بن النجار توفي سنة أربعين ومائة وكان كثير الحديث ثقة، عن القاسم ms151، عن عائشة
",130,140
131,135,False,False,IbnCabdAllahBazzaz,Fawaid,354,0354IbnCabdAllahBazzaz.Fawaid.Shamela0000772-ara1,"### | حديث أبي الزناد عبد الله بن ذكوان بن عبد شمس يكنى أبا عبد الرحمن توفي بالمدينة في شهر رمضان سنة ثلاثين ومائة، وهو ابن ست وستين. عن القاسم، عن عائشة رضي الله عنها
","### | ومن حديث ربيعة بن أبي عبد الرحمن واسمه فروخ مولى آل المنكدر التيميين، ويكنى أبا عثمان، توفي سنة ست وثلاثين ومائة، وهو ابن اثنتين وسبعين سنة وكان ثقة كثير الحديث، عن القاسم
",130,136
131,310,True,False,HamzaIsfahani,TarikhSini,360,0360HamzaIsfahani.TarikhSini.ShamAY0033836-ara1,"### ||| AUTO كان إبتداء ملك بني العباس في سنة إثنتين وثلاثين ومائة.
","### ||| AUTO سنة إحدى عشرة وثلاثمائة:
",130,311
131,421,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الله بن كثير سنة 130 هجرية
","### | عبد الوهاب""القاضى"" سنة 422 هجرية
",130,422
132,132,False,False,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,"### || AUT السنة الحادية والثلاثون بعد المئة
","### || AUT السنة الثالثة والثلاثون بعد المئة
",131,133
132,291,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أحمد جودت سنة 1312 هجرية
","### | الأخفش توفى سنة 292 هجرية
",131,292
132,171,True,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -حوادث سنة إحدى وثلاثين ومائة PageV03P583 
","### ||| -ثم دخلت سنة اثنتين وسبعين ومائة 
",131,172
132,132,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة إحدى وثلثين وماية
","### ||| ذكر سنة ثلاث وثلاثين ومائة
",131,133
