gap_first,gap_last,abnormal_gap,reverse,Author,Book,Death_date,URI,prev_heading,next_heading,prev_date,next_date
181,181,False,False,Dhahabi,ManaqibAbiHanifa,748,0748Dhahabi.ManaqibAbiHanifa.Shamela0010461-ara1,"### | نأتي أبا يوسف لما قدم البصرة سنة ثمانين ومائة، فكان يحدث بعشرة أحاديث وعشرة آراء وأراه، 
","### | : «توفي أبو يوسف رحمه الله يوم الخميس لخمس خلون من ms28 ربيع الأول سنة اثنتين وثمانين ومائة» ، وقال 
",180,182
301,479,True,False,Dhahabi,MucinFiTabaqatMuhaddithin,748,0748Dhahabi.MucinFiTabaqatMuhaddithin.JK000658-ara1,"### | ( 10 ) طبقة مسلم وإلى قريب سنة ثلاثمائة
","### | 17 طبقة تتلو من بعدها إلى سنة ثمانين وأربعمائة
",300,480
481,499,False,False,Dhahabi,MucinFiTabaqatMuhaddithin,748,0748Dhahabi.MucinFiTabaqatMuhaddithin.JK000658-ara1,"### | 17 طبقة تتلو من بعدها إلى سنة ثمانين وأربعمائة
","### | ( 18 ) طبقة تابعة لمن مضى وإلى حدود سنة نيف وخمسمائة
",480,500
112,120,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ذكر سنة إحدى عشرة ومائة 
","### ||| -ذكر سنة إحدى وعشرين ومائة وحوادثها 
",111,121
122,122,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ذكر سنة إحدى وعشرين ومائة وحوادثها 
","### ||| -ثم دخلت سنة ثلاث وعشرين ومائة 
",121,123
124,130,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ثم دخلت سنة ثلاث وعشرين ومائة 
","### ||| -حوادث سنة إحدى وثلاثين ومائة PageV03P583 
",123,131
132,171,True,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -حوادث سنة إحدى وثلاثين ومائة PageV03P583 
","### ||| -ثم دخلت سنة اثنتين وسبعين ومائة 
",131,172
173,173,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ثم دخلت سنة اثنتين وسبعين ومائة 
","### ||| -ثم دخلت سنة أربع وسبعين ومائة 
",172,174
176,180,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ودخلت سنة خمس وسبعين ومائة 
","### ||| -استهلت سنة إحدى وثمانين ومائة. 
",175,181
182,200,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -استهلت سنة إحدى وثمانين ومائة. 
","### ||| -تاريخ سنة إحدى ومائتين 
",181,201
210,210,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ومن سنة تسع ومائتين 
","### ||| -دخلت سنة إحدى عشرة ومائتين 
",209,211
212,220,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -دخلت سنة إحدى عشرة ومائتين 
","### ||| -دخلت سنة إحدى وعشرين ومائتين 
",211,221
224,224,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ودخلت سنة ثلاث وعشرين ومائتين 
","### ||| -ومن سنة خمس وعشرين ومائتين 
",223,225
227,250,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ومن سنة ست وعشرين ومائتين 
","### ||| -دخلت سنة إحدى وخمسين ومائتين 
",226,251
253,260,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ثم دخلت سنة اثنتين وخمسين ومائتين 
","### ||| -دخلت سنة إحدى وستين ومائتين 
",252,261
262,280,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -دخلت سنة إحدى وستين ومائتين 
","### ||| -فمن سنة إحدى وثمانين ومائتين 
",261,281
282,450,True,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -فمن سنة إحدى وثمانين ومائتين 
","### ||| -حوادث سنة إحدى وخمسين وأربعمائة. 
",281,451
452,500,True,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -حوادث سنة إحدى وخمسين وأربعمائة. 
","### ||| -حوادث سنة إحدى وخمسمائة 
",451,501
502,550,True,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -حوادث سنة إحدى وخمسمائة 
","### ||| -حوادث سنة إحدى وخمسين وخمسمائة 
",501,551
591,599,False,False,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | وفي سنة تسعين وخمس مئة
","### | سنة إحدى وتسعين وخمس مئة إلى سنة ms3541 ست مئة
",590,600
601,590,False,True,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | سنة إحدى وتسعين وخمس مئة إلى سنة ms3541 ست مئة
","### | (122) في سنة إحدى وتسعين وخمس مئة
",600,591
601,610,False,False,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | وفي سنة ست مئة
","### | سنة إحدى وست مئة إلى سنة عشر وست مئة
",600,611
612,600,False,True,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | سنة إحدى وست مئة إلى سنة عشر وست مئة
","### | ي سنة إحدى وست مئة
",611,601
691,699,False,False,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | ودخلت سنة تسعين وست مئة
","### | سنة إحدى وتسعين وست مئة إلى سنة سبع مئة
",690,700
701,690,False,True,ShihabDinCumari,MasalikAbsar,749,0749ShihabDinCumari.MasalikAbsar.Shamela0011790-ara1,"### | سنة إحدى وتسعين وست مئة إلى سنة سبع مئة
","### | وفي سنة إحدى وتسعين وست مئة
",700,691
10,7,False,True,IbnQayyimJawziyya,ZadMacad,751,0751IbnQayyimJawziyya.ZadMacad.Shamela0021713-ara1,"### | [فصل في حجة أبي بكر الصديق رضي الله عنه سنة تسع بعد مقدمه من تبوك]
","### | [فصل في قدوم وفد صداء في سنة ثمان]
",9,8
361,406,True,False,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,"### | كتاب التصديق بالنظر إلى الله تعالى للإمام أبي بكر محمد بن الحسين بن عبد الله الآجري نزيل مكة مات سنة ستين وثلاث مائة يقينا
","### | كتاب فضائل الإمام الشافعي لأبي عبد الله أحمد بن محمد بن شاكر القطان توفي سنة سبع وأربع مائة
",360,407
408,347,False,True,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,"### | كتاب فضائل الإمام الشافعي لأبي عبد الله أحمد بن محمد بن شاكر القطان توفي سنة سبع وأربع مائة
","### | أجزاء أبي بكر أحمد بن سلمان بن الحسن الفقيه المعروف بالنجاد، مات في ذي الحجة سنة ثمان وأربعين وثلاث مائة
",407,348
349,350,False,False,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,"### | أجزاء أبي بكر أحمد بن سلمان بن الحسن الفقيه المعروف بالنجاد، مات في ذي الحجة سنة ثمان وأربعين وثلاث مائة
","### | أجزاء الحافظ أبي الحسين عبد الباقي بن قانع، مات سنة إحدى وخمسين وثلاث مائة
",348,351
352,414,True,False,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,"### | أجزاء الحافظ أبي الحسين عبد الباقي بن قانع، مات سنة إحدى وخمسين وثلاث مائة
","### | الجزء الأول والثاني من فوائد أبي الحسن علي بن عبد الله بن إبراهيم الهاشمي العيسوي مات سنة خمس عشرة وأربع مائة
",351,415
416,421,False,False,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,"### | الجزء الأول والثاني من فوائد أبي الحسن علي بن عبد الله بن إبراهيم الهاشمي العيسوي مات سنة خمس عشرة وأربع مائة
","### | أمالي أبي الحسن علي بن يحيى بن جعفر بن عبدكويه مات سنة اثنتين وعشرين وأربع مائة، جزء فيه ثلاثة مجالس منها:
",415,422
201,215,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة مائتين
","### | سنة ست عشرة ومائتين
",200,216
217,369,True,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ست عشرة ومائتين
","### | سنة سبعين وثلاثمائة
",216,370
371,386,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبعين وثلاثمائة
","### | سنة سبع وثمانين وثلاثمائة
",370,387
388,401,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبع وثمانين وثلاثمائة
","### | سنة اثنتين واربع مائة
",387,402
422,419,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة احدى وعشرين واربع مائة
","### | سنة واثنتين وعشرين واربع مائة
",421,420
421,422,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة واثنتين وعشرين واربع مائة
","### | سنة ثلاث وعشرين واربع مائة
",420,423
431,432,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ثلاثين واربع مائة
","### | سنة ثلاث وثلاثين واربع مائة
",430,433
439,408,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ثمان وثلاثين واربع مائة
","### | سنة تسع وثلاتين وأربع مائة
",438,409
410,439,True,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة تسع وثلاتين وأربع مائة
","### | سنة اربعين واربع مائة
",409,440
452,452,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة احدى وخمسين واربع مائة
","### | سنة ثلاث وخمسين واربع مائة
",451,453
470,169,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة تسع وستين واربع مائة
","### | سنة سبعين وإربع مائة
",469,170
171,470,True,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبعين وإربع مائة
","### | سنة احدى وسبعين واربع مائة
",170,471
478,478,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبع وسبعين واربع مائة
","### | سنة تسع وسبعين واربع مائة
",477,479
497,497,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ست وتسعين واربع مائة
","### | سنة ثمان وتسعين واربع مائة
",496,498
521,521,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة عشرين وخمس مائة
","### | سنة اثنتين وعشرين وخمس مائة
",520,522
524,503,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ثلاث وعشرين وخمس مائة
","### | سنة اربع وعثسرين وخمس مائة
",523,504
505,524,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة اربع وعثسرين وخمس مائة
","### | سنة خمس وعشرين وخمس مائة
",504,525
593,589,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة اثنتين وتسعين وخمس مائة
","### | سنة ئلاث وتسعين وخمس مائة
",592,590
591,593,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ئلاث وتسعين وخمس مائة
","### | سنة اربع وتسعين وخمس مائة
",590,594
628,619,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبع وعشرين وست مائة
","### | سنةثمان وعشرين وست مائة
",627,620
621,628,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنةثمان وعشرين وست مائة
","### | سنة تسع وعشرين وست مائة
",620,629
637,606,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ست وثلاثين وست مائة
","### | سنة سبع وثلائين وست مائة
",636,607
608,637,True,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبع وثلائين وست مائة
","### | سنة ثمان وثلاثين وست مائة
",607,638
655,649,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة أربع وخمسين وست مائة
","### | سنةخمس وخمسين وست مائة
",654,650
651,656,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنةست وخمسين وست مائة
","### | سنة سبع وخمسين وست مائة
",650,657
659,649,False,True,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة ثمان وخمسين وست مائة
","### | سنةتسع وخمسين وست مائة
",658,650
651,659,False,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنةتسع وخمسين وست مائة
","### | سنة ستين وست مائة
",650,660
89,89,False,False,IbnKathir,Bidaya,774,0774IbnKathir.Bidaya.Shamela0004445-ara1,"### | [ثم دخلت سنة ثمان وثمانين]
","### | [ثم دخلت سنة تسعين من الهجرة]
",88,90
96,74,False,True,IbnKathir,Bidaya,774,0774IbnKathir.Bidaya.Shamela0004445-ara1,"### | [ثم دخلت سنة خمس وتسعين]
","### || [فصل كيفية دخول الحجاج الكوفة في سنة خمس وسبعين]
",95,75
76,95,False,False,IbnKathir,Bidaya,774,0774IbnKathir.Bidaya.Shamela0004445-ara1,"### || [فصل كيفية دخول الحجاج الكوفة في سنة خمس وسبعين]
","### | [ثم دخلت سنة ست وتسعين]
",75,96
769,499,False,True,IbnKathir,Bidaya,774,0774IbnKathir.Bidaya.Shamela0004445-ara1,"### | [ثم دخلت سنة ثمان وستين وسبعمائة]
","### || [ذكر سنة خمسمائة]
",768,500
501,653,True,False,IbnKathir,Bidaya,774,0774IbnKathir.Bidaya.Shamela0004445-ara1,"### || [ذكر سنة خمسمائة]
","### || [ذكر الخبر الوارد في ظهور نار من أرض الحجاز أضاءت لها أعناق الإبل ببصرى] من أرض الشام، وذلك في سنة أربع وخمسين وستمائة
",500,654
301,324,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### | الطبقة الثانية من أصحاب الشافعي، رضي الله عنهم، ممن لم يدركه، ومات إلى سنة ثلاث مائة
","### || المرتبة الأولى منها من أول سنة إحدى وثلاث مائة إلى آخر سنة خمس وعشرين
",300,325
326,370,True,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من أول سنة إحدى وثلاث مائة إلى آخر سنة خمس وعشرين
","### || المرتبة الأولى منها من سنة إحدى وخمسين وثلاث مائة إلى آخر سنة سبعين
",325,371
372,410,True,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من سنة إحدى وخمسين وثلاث مائة إلى آخر سنة سبعين
","### || المرتبة الأولى منها من أول سنة إحدى وأربع مائة إلى آخر سنة عشر
",371,411
412,440,True,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثانية من الطبقة الخامسة من أصحاب الشافعي فيها من أول سنة إحدى عشرة وأربع مائة إلى آخر سنة عشرين ولله الحمد والمنة
","### || المرتبة الثالثة من الطبقة الخامسة من أصحاب الشافعي فيها من أول سنة إحدى وعشرين وأربع مائة إلى آخر سنة أربعين
",411,441
442,460,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة من الطبقة الخامسة من أصحاب الشافعي فيها من أول سنة إحدى وعشرين وأربع مائة إلى آخر سنة أربعين
","### || المرتبة الأولى منها من سنة إحدى وخمسين وأربع مائة إلى سنة ستين PageV01P429
",441,461
462,469,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من سنة إحدى وخمسين وأربع مائة إلى سنة ستين PageV01P429
","### || المرتبة الثانية من الطبقة السادسة من أصحاب الشافعي رضي الله عنه فيها من سنة ستين وأربع مائة إلى سنة سبعين
",461,470
471,479,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثانية من الطبقة السادسة من أصحاب الشافعي رضي الله عنه فيها من سنة ستين وأربع مائة إلى سنة سبعين
","### || المرتبة الثالثة من الطبقة السادسة من أصحاب الشافعي رحمهم الله فيها من سنة سبعين وأربع مائة إلى ms319 سنة ثمانين وأربع مائة
",470,480
481,490,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة من الطبقة السادسة من أصحاب الشافعي رحمهم الله فيها من سنة سبعين وأربع مائة إلى ms319 سنة ثمانين وأربع مائة
","### || المرتبة الرابعة من الطبقة السادسة من أصحاب الشافعي رضي الله عنه فيها من سنة إحدى وثمانين وأربع مائة إلى آخر سنة تسعين
",480,491
492,510,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الرابعة من الطبقة السادسة من أصحاب الشافعي رضي الله عنه فيها من سنة إحدى وثمانين وأربع مائة إلى آخر سنة تسعين
","### || المرتبة الأولى منها من سنة إحدى وخمس مائة إلى آخر سنة عشر
",491,511
512,520,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من سنة إحدى وخمس مائة إلى آخر سنة عشر
","### || المرتبة الثانية من الطبقة السابعة من أصحاب الشافعي فيها من أول سنة إحدى عشرة وخمس مائة إلى آخر سنة عشرين
",511,521
522,530,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثانية من الطبقة السابعة من أصحاب الشافعي فيها من أول سنة إحدى عشرة وخمس مائة إلى آخر سنة عشرين
","### || المرتبة الثالثة من الطبقة السابعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وعشرين وخمس مائة إلى آخر سنة ثلاثين
",521,531
532,540,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة من الطبقة السابعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وعشرين وخمس مائة إلى آخر سنة ثلاثين
","### || المرتبة الرابعة من الطبقة السابعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثلاثين وخمس مائة إلى آخر سنة أربعين
",531,541
542,560,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الرابعة من الطبقة السابعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثلاثين وخمس مائة إلى آخر سنة أربعين
","### || المرتبة الأولى منها من أول سنة إحدى وخمسين وخمس مائة إلى آخر سنة ستين
",541,561
562,570,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من أول سنة إحدى وخمسين وخمس مائة إلى آخر سنة ستين
","### || المرتبة الثانية من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وستين وخمس مائة إلى آخر سنة سبعين
",561,571
572,579,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثانية من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وستين وخمس مائة إلى آخر سنة سبعين
","### || المرتبة الثالثة ms444 من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة سبعين وخمس مائة إلى آخر سنة ثمانين
",571,580
581,590,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة ms444 من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة سبعين وخمس مائة إلى آخر سنة ثمانين
","### || المرتبة الرابعة من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثمانين وخمس مائة إلى آخر سنة تسعين
",580,591
592,610,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الرابعة من الطبقة الثامنة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثمانين وخمس مائة إلى آخر سنة تسعين
","### || المرتبة الأولى منها أول سنة إحدى وست مائة إلى آخر سنة عشر
",591,611
612,620,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها أول سنة إحدى وست مائة إلى آخر سنة عشر
","### || المرتبة الثانية من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى عشرة وست مائة إلى آخر سنة عشرين
",611,621
622,630,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثانية من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى عشرة وست مائة إلى آخر سنة عشرين
","### || المرتبة الثالثة من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وعشرين وست مائة إلى آخر سنة ثلاثين
",621,631
632,640,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وعشرين وست مائة إلى آخر سنة ثلاثين
","### || المرتبة الرابعة من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثلاثين وست مائة إلى آخر سنة أربعين PageV01P827
",631,641
642,660,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الرابعة من الطبقة التاسعة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثلاثين وست مائة إلى آخر سنة أربعين PageV01P827
","### || المرتبة الأولى منها من أول سنة إحدى وخمسين وست مائة إلى آخر سنة ستين
",641,661
662,670,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الأولى منها من أول سنة إحدى وخمسين وست مائة إلى آخر سنة ستين
","### || المرتبة الثانية من الطبقة العاشرة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وستين وست مائة إلى آخر سنة سبعين
",661,671
672,690,False,False,IbnKathir,TabaqatShaficiyyin,774,0774IbnKathir.TabaqatShaficiyyin.Shamela0012860-ara1,"### || المرتبة الثالثة من الطبقة العاشرة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وسبعين وست مائة إلى آخر سنة ثمانين وست مائة
","### || المرتبة الرابعة من الطبقة العاشرة من أصحاب الشافعي رضي الله عنه فيها من أول سنة إحدى وثمانين وست مائة إلى آخر سنة تسعين
",671,691
461,500,True,False,IbnRajabHanbali,DhaylTabaqatHanabila,795,0795IbnRajabHanbali.DhaylTabaqatHanabila.Shamela0031366-ara1,"### | [وفيات المائة الخامسة من سنة 460 ه إلى سنة 500 ه]
","### | [وفيات المائة السادسة من سنة 501 ه إلى سنة 540 صلى الله عليه وسلم]
",460,501
502,540,True,False,IbnRajabHanbali,DhaylTabaqatHanabila,795,0795IbnRajabHanbali.DhaylTabaqatHanabila.Shamela0031366-ara1,"### | [وفيات المائة السادسة من سنة 501 ه إلى سنة 540 صلى الله عليه وسلم]
","### | [بقية وفيات المائة السادسة من سنة 541 ه - إلى سنة 600 ه]
",501,541
542,600,True,False,IbnRajabHanbali,DhaylTabaqatHanabila,795,0795IbnRajabHanbali.DhaylTabaqatHanabila.Shamela0031366-ara1,"### | [بقية وفيات المائة السادسة من سنة 541 ه - إلى سنة 600 ه]
","### | [وفيات المائة السابعة من سنة 601 - إلى سنة 700 ه]
",541,601
602,700,True,False,IbnRajabHanbali,DhaylTabaqatHanabila,795,0795IbnRajabHanbali.DhaylTabaqatHanabila.Shamela0031366-ara1,"### | [وفيات المائة السابعة من سنة 601 - إلى سنة 700 ه]
","### | [وفيات المائة الثامنة من سنة 701 إلى سنة 751 ]
",601,701
19,53,True,False,SirajDinBulqini,MuqaddimatIbnSalah,805,0805SirajDinBulqini.MuqaddimatIbnSalah.Shamela0029878-ara1,"### | -[82 / و] احتجم وهو صائم "". فبين "" الشافعي "" أن الثاني ناسخ للأول، من حيث أنه روي في حديث "" شداد "" أنه كان مع النبي - صلى الله عليه وسلم - زمان الفتح فرأى رجلا يحتجم في شهر رمضان فقال: "" أفطر الحاجم والمحجوم "" وروي في حديث ابن عباس أنه - صلى الله عليه وسلم - احتجم وهو محرم صائم؛ فبان بذلك أن الأول كان زمن الفتح في سنة ثمان، والثاني في حجة الوداع في سنة عشر * (1). PageV01P468
","### | الثاني: شخصان من الصحابة عاشا في الجاهلية ستين سنة، وفي الإسلام ستين سنة، وماتا بالمدينة سنة أربع وخمسين:
",18,54
362,368,False,False,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,"### || ودخلت سنة إحدى وستين وثلاثمائة @YY361
","### || ثم دخلت سنة تسع وستين وثلاثمائة @YY369
",361,369
370,371,False,False,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,"### || ثم دخلت سنة تسع وستين وثلاثمائة @YY369
","### || فلما كان في سنة اثنتين وسبعين @YY372
",369,372
374,369,False,True,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,"### || فلما كان التاسع عشر من المحرم سنة ثلاث وسبعين.@YY373
","### || سنة سبعين وثلاثمائة @YY370
",373,370
372,372,False,False,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,"### || سنة إحدى وسبعين وثلاثمائة @YY371
","### || سنة ثلاث وسبعين وثلاثمائة@YY373
",371,373
374,377,False,False,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,"### || سنة ثلاث وسبعين وثلاثمائة@YY373
","### || سنة ثمان وسبعين وثلاثمائة @YY378
",373,378
