string,date,year_type,date_2,year_type_2,predicted_year,evaluation_year,years_pre,md_level,section_word_count,Author,Book,Death_date,URI,Notes,heading_two_dates,Range
"### ||| AUT أحمد بن حمزة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,65,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT إسماعيل بن أحمد بن محمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,67,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن علي بن عبد الله (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,506,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثانية والأربعون وأربع مئة
",442,year,0,FALSE,442,442,212,2,784,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن عمر (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,458,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT قرواش بن المقلد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,84,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT مودود بن مسعود (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,30,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثالثة والأربعون وأربع مئة
",443,year,0,FALSE,443,443,211,2,684,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن عثمان
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,71,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT إسماعيل بن علي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,106,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن محمد بن أحمد (4)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,148,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT المفضل بن محمد بن مشعر (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,63,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الرابعة والأربعون وأربع مئة
",444,year,0,FALSE,444,444,210,2,426,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن علي (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,57,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT رشا بن نظيف بن ما شاء الله (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,89,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سهل بن محمد بن الحسن
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,127,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن أحمد بن محمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,52,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الخامسة والأربعون وأربع مئة
",445,year,0,FALSE,445,445,209,2,428,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT إبراهيم بن عمر بن أحمد (5)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,61,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن عمر بن روح (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,70,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT مطهر (2) بن ms6641 محمد بن إبراهيم
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,57,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة السادسة والأوبعون وأربع مئة
",406,year,0,FALSE,406,446,248,2,762,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن علي بن إبراهيم (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,135,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسين بن جعفر بن محمد (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,153,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT طرفة بن أحمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,42,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الله بن محمد (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,76,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة السابعة والأربعون وأربع مئة
",447,year,0,FALSE,447,447,207,2,1257,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسين بن علي (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,183,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT ستيتة بن القاضي أبي القاسم (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,40,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن المحسن (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,69,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن القائم بالله (4)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,107,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثامنة والأربعون وأربع مئة
",448,year,0,FALSE,448,448,206,2,5533,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT جعفر بن محمد بن عبد الواحد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,112,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن أحمد بن علي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,176,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT فاطمة بنت القادر [بالله (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,56,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن أيوب (5)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,30,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن عبد الواحد (6)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,121,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT هلال بن المحسن (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,1250,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة التاسعة والأربعون وأربع مئة
",449,year,0,FALSE,449,449,205,2,10867,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن عبد الله (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,5573,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT إسماعيل بن عبد الرحمن بن أحمد (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,301,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسين بن أحمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,58,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سعد بن أبي الفرج (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,52,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عدنان بن الشريف (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,28,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن هندي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,77,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الخمسون والأربع مئة
",450,year,0,FALSE,450,450,204,2,6000,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT داود جغري بك (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,64,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT طاهر بن عبد الله بن طاهر (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,363,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الله بن علي بن عياض (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,61,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن الحسن (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,505,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن محمد بن حبيب (5)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,123,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الحادية والخمسون وأربع مئة
",451,year,0,FALSE,451,451,203,2,6875,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن أبي الفضل (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,248,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أبو البركات، عقيل بن العباس (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,56,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن الحسين بن هندي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,90,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن محمود بن إبراهيم (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,55,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT قريش بن بدران
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,250,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثانية والخمسون والأربع مئة
",452,year,0,FALSE,452,452,202,2,2107,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن عبد الله بن فضالة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,179,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الترنجان
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,75,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن ms6757 أبي الفضل (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,170,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أم القائم بأمر الله (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,85,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن عبيد الله بن أحمد (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,78,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثالثة والخمسون والأربع مئة
",453,year,0,FALSE,453,453,201,2,4313,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الأمير أحمد بن مروان
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,749,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن محمد بن يحيى (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,107,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الرابعة والخمسون وأربع مئة
",454,year,0,FALSE,454,454,200,2,3977,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT إبراهيم بن العباس (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,98,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT ثمال بن صالح
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,150,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن مشير
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,46,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سبكتكين التركي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,42,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الرحمن بن أحمد بن الحسن (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,160,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن سلامة (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,70,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT منيع بن وثاب
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,49,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الخامسة والخمسون وأربع مئة
",455,year,0,FALSE,455,455,199,2,4351,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT السلطان طغرلبك (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,775,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT مسلم بن إبراهيم (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,75,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة السادسة والخمسون والأربع مئة
",456,year,0,FALSE,456,456,198,2,3560,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن عبد الله بن أحمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,226,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الواحد بن علي بن برهان (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,95,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن الحسن بن محمد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,128,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن علي بن يوسف (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,69,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة السابعة والخمسون وأربع مئة
",457,year,0,FALSE,457,457,197,2,2798,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سعيد بن أحمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,48,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن منصور (5)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,1439,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثامنة والخمسون والأربع مئة
",458,year,0,FALSE,458,458,196,2,2336,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن الحسين (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,56,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن الحسين (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,294,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة التاسعة والخمسون والأربع مئة
",459,year,0,FALSE,459,459,195,2,1651,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سعيد بن محمد بن الحسن (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,30,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن الخضر بن أبي الحسن (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,110,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الستون والأربع مئة
",460,year,0,FALSE,460,460,194,2,2154,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن محمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,31,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن أبي طاهر بن الحسن (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,53,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT خديجة بنت محمد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,40,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الملك بن محمد بن يوسف
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,513,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أبو جعفر الطوسي (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,35,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن إسماعيل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,164,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الحادية والستون والأربع مئة
",461,year,0,FALSE,461,461,193,2,1853,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الرحيم بن أحمد بن نصر (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,90,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثانية والستون والأربع مئة
",462,year,0,FALSE,462,462,192,2,4205,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT ابن خان ms6863
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,127,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن علي بن محمد (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,134,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT حيدرة بن إبراهيم (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,159,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن أحمد بن سهل (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,1012,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT هزارسب بن تنكيز بن عياض
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,207,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الثالثة والستون وأربع مئة
",463,year,0,FALSE,463,463,191,2,4345,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن علي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,1666,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT حسان بن سعيد (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,135,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT علي بن [يوسف بن] عبد الله (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,25,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT كريمة بنت أحمد (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,33,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن علي (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,73,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن علي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,73,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن وشاح بن عبد الله (5)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,90,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الرابعة والستون وأريع مئة
",64,year,0,FALSE,464,464,190,2,2548,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT سعيد بن نصر الدولة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,377,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الله بن محمد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,220,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عتيق بن علي بن داود (2)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,29,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT محمد بن أحمد (3)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,70,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### || AUT السنة الخامسة والستون وأربع مئة
",465,year,0,FALSE,465,465,189,2,3744,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT أحمد بن الحسن
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,28,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT الحسن بن الحسين بن حمدان (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,591,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
"### ||| AUT عبد الصمد بن علي (1)
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,43,SibtIbnJawzi,MiratZaman,654,0654SibtIbnJawzi.MiratZaman.SHAM19Y23644-ara1,,,
